feature,mean_coef,std_coef,frac_nonzero,n_selected,frac_selected
z_atd_T7W30,0.19101787898242345,0.14056530677960177,1.0,400,1.0
z_diameter_T7W30,-0.10660818043503265,0.06191920551582363,1.0,400,1.0
z_density_T7W30,0.09641069740008155,0.045898841603830946,1.0,400,1.0
z_re_T7W30,-0.09382848239710227,0.08011249578008243,1.0,400,1.0
z_asp_T7W30,-0.08150362392127382,0.05589793299895175,1.0,400,1.0
z_lsc_T7W30,0.06015067493281752,0.062397307072817126,1.0,400,1.0
z_l2_T7W30,-0.05038333098672958,0.06193846338327733,1.0,400,1.0
z_l1_T7W30,-0.043300964993467216,0.06907076567346146,1.0,400,1.0
z_pe_T7W30,-0.03850289001605994,0.05571254854059058,1.0,400,1.0
z_l3_T7W30,-0.036374810481254585,0.06681069870969596,1.0,400,1.0
z_lcc_T7W30,1.6266777188966596e-19,4.6721820206539744e-17,0.0,400,1.0
z_edges_T7W30,0.0,0.0,0.0,400,1.0
z_nodes_T7W30,0.0,0.0,0.0,400,1.0
